country_code,date,mean,sd,preds,resid_total_hat
AT,2022-07-01,8287255.235897436,3561407.6702831364,1.959941770471634,15267406.890563425
AT,2022-08-01,8287255.235897436,3561407.6702831364,1.6844035994801891,14286103.134938706
AT,2022-09-01,8287255.235897436,3561407.6702831364,0.24709148287736066,9167248.738278503
AT,2022-10-01,8287255.235897436,3561407.6702831364,-0.32528037675814103,7128799.207118404
BE,2022-08-01,2579910.199488491,1279575.0008520903,2.5458559758175294,5837523.861914505
BE,2022-09-01,2579910.199488491,1279575.0008520903,1.1525979562344384,4054745.73031929
BE,2022-10-01,2579910.199488491,1279575.0008520903,0.5927258421824476,3338347.3695041523
HR,2022-08-01,4694201.242553191,6620105.790328842,2.47420167726691,21073678.092669196
HR,2022-09-01,4694201.242553191,6620105.790328842,0.29008797607572184,6614614.332676852
HR,2022-10-01,4694201.242553191,6620105.790328842,-0.7150560299620975,-39545.321808444336
CY,2022-07-01,1192556.325925926,780086.3099014321,1.0622788477550513,2021225.5123575092
CY,2022-08-01,1192556.325925926,780086.3099014321,0.9405085097718034,1926234.1387447072
CY,2022-09-01,1192556.325925926,780086.3099014321,0.37346901818447864,1483894.3941839668
CY,2022-10-01,1192556.325925926,780086.3099014321,-0.026347675364306537,1172002.8650765033
CZ,2022-08-01,3556642.951417004,1625390.8046633487,0.7973735091945147,4852686.521143914
CZ,2022-09-01,3556642.951417004,1625390.8046633487,0.924003614063738,5058509.929191906
CZ,2022-10-01,3556642.951417004,1625390.8046633487,0.6102736401007693,4548576.114365225
DK,2022-08-01,2466245.6470588236,1679647.6253435414,1.334904850949475,4708415.410015684
DK,2022-09-01,2466245.6470588236,1679647.6253435414,0.3037748071911637,2976480.280596654
DK,2022-10-01,2466245.6470588236,1679647.6253435414,-0.1654186360647494,2188400.6278051
FI,2022-08-01,1428946.4168797955,575844.2040733717,1.2843961111654238,2168558.473228783
FI,2022-09-01,1428946.4168797955,575844.2040733717,0.23564450391606998,1564640.9386816092
FI,2022-10-01,1428946.4168797955,575844.2040733717,-0.12037987849573933,1359626.3615609673
FR,2022-08-01,32477131.90066225,21752397.27037334,1.5015404871847284,65139237.095454395
FR,2022-09-01,32477131.90066225,21752397.27037334,-0.34831687635797465,24900404.830148075
FR,2022-10-01,32477131.90066225,21752397.27037334,-0.9939420211329395,10856510.193260737
DE,2022-08-01,26941107.09207161,10327634.759061066,2.2969727217174825,50663402.41349618
DE,2022-09-01,26941107.09207161,10327634.759061066,1.219861574051746,39539391.88549137
DE,2022-10-01,26941107.09207161,10327634.759061066,0.4849555025898352,31949550.397216324
GR,2022-08-01,6362486.618075802,6565062.032470297,3.147027399887911,27022916.716223646
GR,2022-09-01,6362486.618075802,6565062.032470297,1.955816529652632,19202543.45937611
GR,2022-10-01,6362486.618075802,6565062.032470297,0.5231744428215487,9797159.289002353
HU,2022-08-01,1871041.111969112,1035766.0920661684,2.383392195597061,4339677.932263685
HU,2022-09-01,1871041.111969112,1035766.0920661684,1.0644236546996295,2973535.041100136
HU,2022-10-01,1871041.111969112,1035766.0920661684,0.01960046061334353,1891342.6044612916
IT,2022-08-01,28094060.31713555,20398888.3961567,1.7514038370056515,63820751.72481445
IT,2022-09-01,28094060.31713555,20398888.3961567,0.26868299725855505,33574894.792157695
IT,2022-10-01,28094060.31713555,20398888.3961567,-0.28145464680578747,22352698.38836459
LV,2022-08-01,290789.0723404255,144564.919018243,0.0878116298448744,303483.5534978097
LV,2022-09-01,290789.0723404255,144564.919018243,-0.06871194504813186,280855.73556895636
LV,2022-10-01,290789.0723404255,144564.919018243,0.12124008965264144,308316.13608282414
LT,2022-08-01,420335.533632287,260131.2546156241,1.3492575247165703,771319.5863363799
LT,2022-09-01,420335.533632287,260131.2546156241,0.703972353712272,603460.7452181742
LT,2022-10-01,420335.533632287,260131.2546156241,0.41653696974638976,528689.8181662057
LU,2022-08-01,216154.42966751917,142501.07566048193,1.296333231713023,400883.3096010537
LU,2022-09-01,216154.42966751917,142501.07566048193,0.13293986037047256,235098.50276846578
LU,2022-10-01,216154.42966751917,142501.07566048193,-0.6488460423214715,123693.1706986629
MT,2022-08-01,660129.9933774834,285924.9614217804,0.8438682606817669,901412.9932579825
MT,2022-09-01,660129.9933774834,285924.9614217804,0.3817853839228666,769291.9645470288
MT,2022-10-01,660129.9933774834,285924.9614217804,-0.11399802401352885,627535.112759256
NL,2022-08-01,6972557.780051151,3943932.229122598,2.314926996465167,16102472.969476098
NL,2022-09-01,6972557.780051151,3943932.229122598,0.8262567491954582,10231258.402733186
NL,2022-10-01,6972557.780051151,3943932.229122598,0.5934763189072542,9313188.161410512
PL,2022-08-01,5294101.4510638295,2692311.0218144828,1.874601026733952,10341110.456844393
PL,2022-09-01,5294101.4510638295,2692311.0218144828,0.5253030736024631,6708380.705916765
PL,2022-10-01,5294101.4510638295,2692311.0218144828,0.18897270401600852,5802874.7449082155
PT,2022-08-01,3824652.593350383,2152725.6781438105,3.600204831035157,11574905.979697164
PT,2022-09-01,3824652.593350383,2152725.6781438105,1.8404227530745403,7786577.912534071
PT,2022-10-01,3824652.593350383,2152725.6781438105,0.5708960763123087,5053635.236379438
RO,2022-08-01,1713642.7287449392,951812.6850135922,2.0983070988412,3710838.0424760627
RO,2022-09-01,1713642.7287449392,951812.6850135922,0.3174175744031151,2015764.80250807
RO,2022-10-01,1713642.7287449392,951812.6850135922,-0.22152569583309611,1502791.7613945357
SK,2022-08-01,973353.3914893616,406822.211721344,1.3659423128438188,1529049.064284252
SK,2022-09-01,973353.3914893616,406822.211721344,0.7524437021700652,1279464.2026019837
SK,2022-10-01,973353.3914893616,406822.211721344,-0.2531947872371558,870348.1281492268
SI,2022-08-01,834823.5092250922,529428.7580331861,3.865207246617122,2881175.381342466
SI,2022-09-01,834823.5092250922,529428.7580331861,1.6527254392654027,1709823.8859052262
SI,2022-10-01,834823.5092250922,529428.7580331861,0.3249748814747606,1006874.5571162566
ES,2022-08-01,26071700.35549872,15382505.031180296,1.7117909182903102,52403332.768428154
ES,2022-09-01,26071700.35549872,15382505.031180296,0.9456294182558799,40617849.63945189
ES,2022-10-01,26071700.35549872,15382505.031180296,0.48250314387140114,33493807.39366086
SE,2022-07-01,3341923.405128205,2350232.7035576142,3.1734701263117056,10800316.679749088
SE,2022-08-01,3341923.405128205,2350232.7035576142,1.367525601432189,6555926.796566431
SE,2022-09-01,3341923.405128205,2350232.7035576142,-0.007985881080493695,3323154.726246107
SE,2022-10-01,3341923.405128205,2350232.7035576142,-0.21011787716994168,2848097.498601306
